94.150002,95.370003,94.150002,95.089996,92.075905,8851800.0,2017-07-10,V
95.080002,95.629997,94.93,95.410004,92.385765,5554100.0,2017-07-11,V
95.980003,96.449997,95.629997,96.18,93.131348,5974800.0,2017-07-12,V
96.419998,96.650002,95.769997,95.940002,92.898964,6721700.0,2017-07-13,V
96.139999,97.370003,96.120003,96.93,93.857574,6195800.0,2017-07-14,V
97.110001,97.290001,96.589996,96.830002,93.76075,5914900.0,2017-07-17,V
96.849998,97.75,96.610001,97.580002,94.486984,7435000.0,2017-07-18,V
97.639999,98.330002,97.550003,98.25,95.135735,6390400.0,2017-07-19,V
99.110001,99.139999,97.93,98.110001,95.000198,8572900.0,2017-07-20,V
99.599998,100.489998,99.089996,99.599998,96.442955,17400200.0,2017-07-21,V
99.550003,100.419998,99.139999,100.370003,97.18853,9186000.0,2017-07-24,V
100.650002,100.849998,99.800003,99.989998,96.820595,6774900.0,2017-07-25,V
100.010002,100.989998,99.860001,100.849998,97.653336,7205400.0,2017-07-26,V
100.970001,101.18,98.550003,99.57,96.413895,10543900.0,2017-07-27,V
99.120003,99.589996,98.510002,99.150002,96.00721,6558800.0,2017-07-28,V
99.5,100.0,99.139999,99.559998,96.404205,7576600.0,2017-07-31,V
100.360001,101.07,99.959999,100.870003,97.672699,6018100.0,2017-08-01,V
101.029999,101.279999,100.239998,101.279999,98.069702,5955600.0,2017-08-02,V
100.940002,101.099998,100.330002,100.589996,97.401573,5697500.0,2017-08-03,V
100.959999,101.339996,100.610001,100.889999,97.692047,4618000.0,2017-08-04,V
100.919998,101.540001,100.589996,101.489998,98.273033,7047100.0,2017-08-07,V
101.5,101.720001,100.93,101.279999,98.069702,6283700.0,2017-08-08,V
100.760002,101.300003,100.599998,100.970001,97.769516,6902100.0,2017-08-09,V
100.540001,100.879997,99.43,99.489998,96.336441,8560800.0,2017-08-10,V
99.550003,100.300003,99.529999,100.089996,96.917427,5268200.0,2017-08-11,V
100.980003,102.110001,100.75,101.870003,98.640999,5657600.0,2017-08-14,V
102.360001,102.779999,101.970001,102.629997,99.3769,5386000.0,2017-08-15,V
102.760002,103.93,102.639999,103.32,100.206131,13408300.0,2017-08-16,V
103.330002,103.529999,102.160004,102.160004,99.0811,7381600.0,2017-08-17,V
102.080002,103.089996,101.940002,102.510002,99.420563,5670900.0,2017-08-18,V
102.620003,103.349998,102.330002,103.220001,100.109161,5395000.0,2017-08-21,V
103.440002,104.199997,103.139999,104.07,100.93354,5481000.0,2017-08-22,V
103.769997,103.970001,102.989998,103.18,100.070335,5057200.0,2017-08-23,V
103.32,103.5,102.639999,103.220001,100.109161,4082300.0,2017-08-24,V
103.650002,103.879997,103.160004,103.349998,100.235237,4467400.0,2017-08-25,V
103.650002,103.830002,103.260002,103.779999,100.652275,3919900.0,2017-08-28,V
102.919998,104.07,102.639999,103.769997,100.64257,7135300.0,2017-08-29,V
103.699997,104.0,103.519997,103.730003,100.60379,8712700.0,2017-08-30,V
104.059998,104.190002,103.029999,103.519997,100.400116,13766000.0,2017-08-31,V
104.040001,104.080002,103.440002,103.900002,100.768661,4466800.0,2017-09-01,V
103.400002,103.459999,102.260002,103.010002,99.905487,6337500.0,2017-09-05,V
103.339996,103.75,103.099998,103.18,100.070335,6372200.0,2017-09-06,V
103.709999,105.440002,103.610001,104.559998,101.40876,6508600.0,2017-09-07,V
104.330002,104.769997,104.059998,104.43,101.282707,5787200.0,2017-09-08,V
105.480003,106.150002,105.150002,106.150002,102.950851,6956000.0,2017-09-11,V
106.639999,106.639999,105.760002,106.209999,103.009033,5212400.0,2017-09-12,V
106.260002,106.260002,105.239998,105.830002,102.640518,6215700.0,2017-09-13,V
105.5,106.839996,105.5,106.080002,102.882957,8154000.0,2017-09-14,V
105.739998,106.139999,104.949997,105.300003,102.126472,12622900.0,2017-09-15,V
105.349998,105.519997,104.620003,104.830002,101.670639,7330300.0,2017-09-18,V
105.129997,105.93,104.830002,105.410004,102.233154,9754400.0,2017-09-19,V
105.5,105.769997,104.459999,104.970001,101.806412,8198600.0,2017-09-20,V
105.0,105.610001,104.650002,105.309998,102.136177,4777600.0,2017-09-21,V
105.209999,105.68,105.059998,105.559998,102.378632,4959400.0,2017-09-22,V
105.5,105.650002,102.75,103.019997,99.915169,9395300.0,2017-09-25,V
103.110001,104.019997,102.879997,102.940002,99.837601,6263600.0,2017-09-26,V
103.07,104.120003,102.900002,103.889999,100.758957,8337400.0,2017-09-27,V
103.75,104.980003,103.739998,104.580002,101.428162,5947800.0,2017-09-28,V
104.75,105.43,104.690002,105.239998,102.068283,7676300.0,2017-09-29,V
105.540001,105.989998,105.099998,105.440002,102.262238,4885600.0,2017-10-02,V
105.650002,105.900002,105.290001,105.589996,102.407722,4411100.0,2017-10-03,V
105.709999,105.739998,104.900002,105.309998,102.136177,4146800.0,2017-10-04,V
105.599998,106.25,105.150002,106.239998,103.038139,4396100.0,2017-10-05,V
106.290001,106.959999,105.870003,106.730003,103.513367,4587000.0,2017-10-06,V
106.599998,107.650002,106.540001,107.010002,103.78495,4787000.0,2017-10-09,V
107.580002,107.599998,106.82,107.309998,104.075897,4015600.0,2017-10-10,V
107.699997,108.589996,107.599998,108.440002,105.171844,6473100.0,2017-10-11,V
108.5,108.709999,107.900002,108.110001,104.851768,6496100.0,2017-10-12,V
108.5,109.260002,108.400002,108.660004,105.385231,5154600.0,2017-10-13,V
108.790001,109.050003,107.160004,108.300003,105.036049,5552200.0,2017-10-16,V
108.25,108.419998,107.300003,107.540001,104.298973,5979400.0,2017-10-17,V
107.620003,108.0,107.459999,107.800003,104.55114,4817300.0,2017-10-18,V
107.269997,107.779999,106.900002,107.019997,103.79464,10840200.0,2017-10-19,V
107.699997,107.699997,106.970001,107.550003,104.30867,7848900.0,2017-10-20,V
108.050003,108.230003,107.099998,107.529999,104.289268,6316700.0,2017-10-23,V
107.559998,108.639999,107.18,108.410004,105.142746,10511200.0,2017-10-24,V
109.410004,110.610001,108.0,109.489998,106.190186,13261300.0,2017-10-25,V
110.379997,110.739998,109.669998,109.800003,106.490837,7380100.0,2017-10-26,V
110.07,110.129997,108.690002,109.709999,106.403572,7862700.0,2017-10-27,V
109.669998,110.239998,108.919998,110.040001,106.723625,5148600.0,2017-10-30,V
110.580002,110.690002,108.660004,109.980003,106.665421,8002500.0,2017-10-31,V
110.5,111.400002,110.419998,111.07,107.722565,6167300.0,2017-11-01,V
111.019997,111.370003,110.199997,110.980003,107.635284,5506600.0,2017-11-02,V
110.940002,111.419998,110.510002,111.360001,108.003822,3757600.0,2017-11-03,V
111.360001,112.150002,111.199997,111.919998,108.546959,4094700.0,2017-11-06,V
112.25,112.470001,111.559998,112.089996,108.71183,3697900.0,2017-11-07,V
112.010002,112.910004,111.82,112.470001,109.080376,4417800.0,2017-11-08,V
111.800003,112.220001,110.93,112.139999,108.76033,4334700.0,2017-11-09,V
111.709999,111.980003,111.279999,111.879997,108.508156,4198900.0,2017-11-10,V
111.550003,111.860001,111.339996,111.400002,108.042648,7185600.0,2017-11-13,V
111.080002,112.040001,110.809998,111.980003,108.605141,5679600.0,2017-11-14,V
111.339996,111.870003,110.139999,110.25,106.927292,6895100.0,2017-11-15,V
110.75,111.440002,110.57,111.019997,107.864853,5655100.0,2017-11-16,V
